8	55371781	55371782
8	55371785	55371786
8	55371789	55371794
8	67342133	67342136
8	67342137	67342138
8	67342158	67342160
8	67576631	67576633
8	67576642	67576643
8	74333657	74333660
8	77776568	77776570
8	77776574	77776575
8	95686803	95686804
8	141542099	141542102
9	2158951	2158953
9	2644908	2644911
9	3301526	3301527
9	4662614	4662615
9	4662616	4662617
9	4662621	4662622
9	4662625	4662626
9	4662834	4662835
9	4662839	4662842
9	36339735	36339736
9	66457098	66457099
9	66457125	66457126
9	66457128	66457131
9	66457168	66457169
9	66457191	66457192
9	68372085	68372086
9	72073020	72073021
9	72073046	72073047
9	79244207	79244208
9	85987878	85987879
9	129377867	129377873
9	134480425	134480428
9	139996713	139996798
9	140115522	140115526
10	18828668	18828669
10	32575770	32575771
10	43882050	43882055
10	43882076	43882077
10	49632673	49632674
10	49632685	49632689
10	52834667	52834668
10	52834678	52834680
10	78637710	78637713
10	78637711	78637712
10	78868213	78868214
10	78868216	78868220
10	81053101	81053105
10	98718222	98718227
10	124897125	124897126
10	124897246	124897251
10	124897248	124897249
11	294511	294549
11	6738802	6738804
11	6738810	6738814
11	6738814	6738815
11	13408311	13408312
11	13736259	13736264
11	17757918	17757921
11	17757922	17757923
11	17757926	17757927
11	33891169	33891171
11	33891190	33891192
11	33891200	33891201
11	45924270	45924271
11	45924276	45924280
11	48387284	48387296
11	64602488	64602495
11	64602497	64602498
11	64679759	64679763
11	67049842	67049843
11	67049846	67049850
11	71192528	71192529
11	73020371	73020372
11	85429913	85429914
11	85429917	85429920
11	85429963	85429965
11	85692886	85692891
11	85692891	85692892
11	85692903	85692905
11	118255490	118255492
11	118255491	118255494
11	118255493	118255504
11	118255501	118255502
11	118255518	118255519
11	118255527	118255529
11	118505780	118505782
11	118505781	118505782
12	498266	498267
12	976991	976993
12	3104002	3104005
12	53858730	53858731
12	53859600	53859601
12	53859643	53859647
12	53859648	53859649
12	53859660	53859671
12	53868737	53868741
12	54349165	54349166
12	54349169	54349170
12	58131276	58131279
12	58131278	58131279
12	58131305	58131306
12	58339648	58339649
12	70687887	70687891
12	70687908	70687910
12	72004381	72004382
12	72004386	72004389
12	78570250	78570257
12	78570251	78570253
12	78570257	78570258
12	78570276	78570278
12	94699151	94699154
12	107208847	107208850
12	107208849	107208850
12	111158871	111158872
12	111158874	111158877
12	120128134	120128138
12	120128135	120128139
12	120805900	120805901
12	120805933	120805935
12	120805943	120805947
12	120805951	120805952
12	120805962	120805964
12	120805973	120805974
12	120805978	120805984
12	120805980	120805981
12	120805984	120805985
13	20577103	20577104
13	20577106	20577107
13	25671096	25671098
13	32811763	32811764
13	32811767	32811770
13	52026721	52026728
13	53418669	53418672
13	53419864	53419866
13	76164318	76164328
13	77459866	77459870
14	21853902	21853905
14	21853903	21853905
14	23540622	23540624
14	36157649	36157650
14	54418963	54418964
14	55612005	55612006
14	61747312	61747313
14	61747316	61747318
14	61747318	61747321
14	65544178	65544180
14	67850169	67850170
14	75265718	75265719
14	75265722	75265724
14	79746751	79746752
14	79746763	79746764
14	93897432	93897434
14	100706065	100706066
14	100706069	100706070
14	100706071	100706072
14	101531883	101531884
14	101531897	101531899
14	101531898	101531899
14	101531906	101531908
14	102676255	102676258
15	21051137	21051138
15	26108121	26108122
15	35814392	35814393
15	43037939	43037944
15	43037953	43037957
15	52879300	52879301
15	54003507	54003508
15	54003509	54003510
15	54003512	54003515
15	64980818	64980819
15	64980822	64980824
15	65477363	65477364
15	65748035	65748036
15	91434311	91434312
15	91434315	91434320
15	100340416	100340425
16	538710	538712
16	3900946	3900947
16	9858288	9858289
16	12009295	12009298
16	12297246	12297427
16	24579256	24579257
16	28848159	28848161
16	28848189	28848192
16	28848191	28848192
16	29395395	29395396
16	30106534	30106535
16	30106538	30106543
16	30106539	30106540
16	30106547	30106548
16	30106553	30106559
16	30106560	30106561
16	33961469	33961470
16	33961474	33961477
16	33965641	33965642
16	33965680	33965682
16	53242265	53242266
16	65022207	65022209
16	65032575	65032576
16	65032579	65032584
16	65038684	65038685
16	65038691	65038694
16	65038692	65038696
16	65038705	65038706
16	65038710	65038711
16	65038720	65038721
16	65038780	65038781
16	65038784	65038787
16	69727256	69727266
16	70531829	70531831
16	70531986	70531987
16	70713783	70713785
16	70713787	70713791
16	70713807	70713809
16	70713811	70713812
16	70713829	70713830
16	70713834	70713835
16	70713841	70713844
16	70713844	70713854
16	70713850	70713851
16	70713853	70713856
16	71748518	71748519
16	72821360	72821363
16	72821362	72821363
16	74443788	74443790
16	81478946	81478950
16	86544697	86544698
17	4794874	4794877
17	4794875	4794877
17	10428707	10428708
17	10428709	10428710
17	10428714	10428719
17	13399905	13399908
17	13399910	13399911
17	17754270	17754277
17	27870036	27870037
17	30781638	30781641
17	30781639	30781651
17	30781642	30781654
17	34901700	34901705
17	34901714	34901715
17	37026427	37026429
17	37331964	37331965
17	37357652	37357654
17	38557284	38557285
17	38557287	38557290
17	41465999	41466006
17	41466001	41466005
17	41466006	41466008
17	41466008	41466009
17	42474919	42474920
17	42474928	42474933
17	42745447	42745451
17	46986188	46986190
17	48227398	48227399
17	49124053	49124054
17	55693315	55693317
17	56082637	56082640
17	56082689	56082691
17	59104327	59104328
17	62291201	62291202
17	62496081	62496085
17	76046781	76046782
17	76046785	76046788
17	77808079	77808080
17	77808086	77808090
17	77808087	77808088
17	77812854	77812859
17	77812899	77812901
17	77812958	77812971
17	77812965	77812967
17	77812971	77812972
17	77812974	77812979
18	24126824	24126826
18	46385934	46385941
18	47800737	47800738
18	47800751	47800752
18	47800756	47800757
18	47800763	47800764
19	1011718	1011719
19	1011721	1011724
19	1011727	1011729
19	1011730	1011731
19	3976576	3976577
19	3982291	3982292
19	3982297	3982300
19	3982299	3982301
19	3982925	3982927
19	3982992	3982995
19	3982997	3982998
19	3983016	3983017
19	11258583	11258584
19	19447932	19447934
19	33308874	33308875
19	33792119	33792122
19	33792120	33792121
19	33792189	33792190
19	33792193	33792195
19	33792200	33792202
19	33792206	33792208
19	36214748	36214749
19	36214756	36214758
19	36214783	36214787
19	48613787	48613815
19	50410793	50410794
19	51021041	51021045
19	51021049	51021050
20	9353777	9353778
20	19955584	19955586
20	29633965	29633966
20	36147185	36147186
20	36628852	36628883
20	39317519	39317520
20	39317525	39317528
20	43726620	43726623
20	44453334	44453336
20	47683049	47683054
21	9825837	9825841
21	17443399	17443400
21	17443410	17443412
21	17443478	17443480
21	34929818	34929820
21	36164688	36164689
21	36164694	36164695
21	36164696	36164699
22	20073911	20073913
22	20073912	20073914
22	20073914	20073915
22	20073916	20073917
22	24237128	24237129
22	31724964	31724965
22	32352791	32352792
22	50968825	50968826
X	41091785	41091786
X	46513259	46513260
X	47038791	47038792
X	47039722	47039723
X	54800636	54800637
X	70345486	70345487
X	122757820	122757821
X	134708006	134708007
X	153363110	153363126
